"ada/usdt-binance-gateio","2018-07-25T04:33:15.372Z","ADA/USDT",5798.78225573,"binance",0.17245,"gateio",0.1817,4.34
"bcd/btc-gateio-binance","2018-07-25T04:33:15.405Z","BCD/BTC",3831417.62452107,"gateio",0.000261,"binance",0.002203,739.34
"vet/usdt-binance-gateio","2018-07-25T04:33:15.411Z","VET/USDT",45248.86877828,"binance",0.0221,"gateio",0.024,7.55
"icx/usdt-binance-gateio","2018-07-25T04:33:15.901Z","ICX/USDT",745.65655059,"binance",1.3411,"gateio",1.4283,5.47
"icx/eth-binance-gateio","2018-07-25T04:33:15.912Z","ICX/ETH",358166.18911175,"binance",0.002792,"gateio",0.002953,4.74
"vet/eth-binance-gateio","2018-07-25T04:33:16.616Z","VET/ETH",21800741.22520166,"binance",0.00004587,"gateio",0.000049,5.79
"bcd/btc-gateio-binance","2018-08-16T14:39:03.303Z","BCD/BTC",6211180.1242236,"gateio",0.000161,"binance",0.001508,831.46
